ID,Name,Latitude,Longitude,Photo_Name,Photo_Path,State,County,NBI_Structure_Number,Year_Built_Text,Year_Rehabilitated_Text,Year_Built,Year_Demolished,Type,Subtype,Recognition,Length_Main_Span_Total,Builder_Contractor,Year_Photographed,Notes,,
1011,Convent Street Bridge,29.429861,-98.492933,TXBE_ConventStSanAntonioR.jpg,tx/bexar/,Texas,Bexar,150150B07930002,1929,,1929,,Beam,Concrete tee beam,,38 / 76,,2008,"The new Convent Street Bridge was built in 1929, the year the city's flood control project was completed and the bypass channel opened. It is a concrete tee beam with ornamental balustrades. Many other similar bridges were built as part of the project.",,
3610,Conway Railroad Yard Northern Footbridge,40.669399,-80.244438,PABC_ConwayRailroadYardPedBrNorth.jpg,pa/beaver/,Pennsylvania,Beaver,N/A,Unknown,,,,Thru Truss,Warren,,,Pennsylvania Railroad,2009,"The Conway Railroad Yard Northern Footbridge was a pedestrian bridge built to span the Conway Rail Yard (originally part of the Pennsylvania Railroad), one of the largest and busiest railroad yards in America. The yard is still in operation for the Norfolk Southern Railroad. The yard can hold 11,000 rail cars and can classify 6,000 cars per day. Pedestrian bridges were built to span the tracks in the northern and southern parts of the yard. The northern bridge is shorter, with two Warren thru truss spans.",,
3611,Conway Railroad Yard Southern Footbridge,40.655421,-80.238347,PABC_ConwayRailroadYardPedBrSouth.jpg,pa/beaver/,Pennsylvania,Beaver,N/A,Unknown,,,,Thru Truss,Warren,,,Pennsylvania Railroad,2009,"The Conway Railroad Yard Southern Footbridge was a pedestrian bridge built to span the Conway Rail Yard (originally part of the Pennsylvania Railroad), one of the largest and busiest railroad yards in America. The yard is still in operation for the Norfolk Southern Railroad. The yard can hold 11,000 rail cars and can classify 6,000 cars per day. Pedestrian bridges were built to span the tracks in the northern and southern parts of the yard. The southern bridge is longer, with three Warren thru truss spans.",,
576,Coons Crossing Road Bridge,41.979428,-78.228064,PAMK_CoonsCrossingRdOswayoCr.jpg,pa/mckean/,Pennsylvania,McKean,427203043700050,1908,1962,1908,,Thru Truss,Pratt pin-connected,,89,York Bridge Company?,2008,"The Coons Crossing Road Bridge is a single span pin-connected Pratt truss. It is attributed to the York Bridge Company, due to its distinctive railings with a rectangular design instead of the much more common lattice design. The PAHBI (GMK Reviewer) states, 'It is traditionally composed of built-up compression members and eye-bar tension members. Ca. 1970, the bridge deck was replaced with a bituminous-filled steel deck, the lower chords were strengthened by post-tensioning with steel cables, welded repairs were made to the eye bars at the lower panel points, and the floorbeams were picked up by hangers welded to the verticals.'",,
3379,Coraopolis - Neville Island Bridge,40.51613,-80.15198,PAAO_CoraopolisNevilleIslandBr.jpg,pa/allegheny/ohio/,Pennsylvania,Allegheny,027420000024920,1995,,1995,,Beam,Deck girder,,355 / 1110,"Allegheny County, Herbert Higgenbotham II",1996,The new Coraopolis Bridge (1995) is the second newest river bridge in Allegheny County (after the 2011 Pennsylvania Turnpike Allegheny River Bridge). It replaced a brittle steel truss that had to be closed during cold weather.,,
3027,Corbin Bridge,40.454768,-77.983001,PAHU_TR428CorbinsBrRBJuniataR.jpg,pa/huntingdon/,Pennsylvania,Huntingdon,317212042830200,1937,1996,1937,,Suspension,Cable with double intersection Warren stiffening truss,Eligible for the National Register of Historic Places,320,"Roebling & Son (Wire Rope Fabricator), Reading Steel Products, Inc. (Fabricator)",2007,"According to the Historic American Engineering Record, ''Located on the Raystown Branch, one-half mile south of its junction with the main current of the Juniata River, this one-lane, single-span, lightweight suspension bridge is 320' long, and 12.5' side. Its main cables measure 2-3/8'' in diameter. The prestressed wire rope cables, manufactured by Roebling & Son of Trenton, New Jersey, are supported on 39'-tall steel towers and anchored in concrete deadmen. The bridge is stiffened by a double intersecting Warren truss and has a macadam-paved wood deck. High cut-stone and concrete abutments with wing walls support fill at the bridge approaches. This suspension bridge, also called the Corbin Bridge, was constructed in 1937 to replace a bridge swept away when a Penelec hydro-electric dam on the Raystown Branch gave way in the 1936 St. Patrick's Day flood. County bridge records state that the suspension bridge was fabricated by Reading Steel Products, Inc. The bridge type is highly unusual for the area -- it is the only suspension bridge in the six-county Pennsylvania Department of Transportation (PennDOT) district which includes Huntingdon.''",,
1763,Cornell Road Overpass,40.012685,-78.403713,PABE_CornellRdOverPATurnpike.jpg,pa/bedford/,Pennsylvania,Bedford,57076990153060,1939,1995,1939,,Beam,Thru girder and floorbeam system,,81,Pennsylvania Turnpike Commission,2007,"In 1940, the first stretch of the Pennsylvania Turnpike opened between Irwin and Somerset. The original mainline overpasses consisted of arched concrete rigid frames, steel thru girders, and concrete tee beams. The remaining tee beams were replaced in the 1990's. Beginning in the late 1990's and continuing through at least 2020, the entire original turnpike is being reconstructed and widened. Almost all original overpasses are being replaced as part of the project. This will include the Cornell Road Overpass. It is an example of a thru girder.",,
2724,Cornplanter Bridge (James Morrison Memorial Bridge),41.85692,-78.95782,PAWR_PA59KinzuaCrCornplanterBr.jpg,pa/warren/,Pennsylvania,Warren,610059023000630,1962,1989,1962,,Deck Truss,Warren,Longest bridge in Warren County,300 / 1813,,2008,"In 1965, the Kinzua Dam was completed, a hydroelectric dam built for flood control along the Allegheny River. The lake created by the dam is 24.2 miles along the Allegheny River, and the area of the lake is normally 12,080 acres (21,180 acres if the reservoir is full). As part of the dam and lake project, Pennsylvania Route 59 was relocated, and a new bridge was built to cross the lake near where Kinzua Creek flows into the Allegheny River. The bridge is the longest structure in Warren County, and it is the only deck truss bridge in the county. In 1796, a treaty was signed giving Seneca chief Cornplanter a land grant along the Allegheny River ''forever.'' When the Kinzua Reservoir was created, the land grant was flooded, and Cornplanter's grave was relocated. Though the bridge was called the Cornplanter Bridge, the name was later changed to the James Morrison Memorial Bridge.",,
1710,Cottage Lane Bridge,40.243692,-78.883896,PASO_SR4022StonycreekR.jpg,pa/somerset/,Pennsylvania,"Cambria, Somerset",554022006013180,1937,1997,1937,,Beam,Multi-beam (stringer),,68 / 138,Pennsylvania Department of Highways,2002,The Cottage Lane Bridge is an example of a state-standard multi-beam (stringer).,,
691,Council Road Bridge,40.193868,-80.525633,WVBR_CR32-3BuffaloCr.jpg,wv/brooke/,West Virginia,Brooke,05A040,1913,,1913,,Arch,Closed spandrel segmental concrete arch,,44 / 105,Luten Bridge Company?,2007,"The Council Road Bridge is one of four similar concrete arches in the county. (Photographs of three are on this website.) It is likely they were all built by the Luten Bridge Company. The Council Road Bridge is the largest concrete arch bridge in the county. Unfortunately, the bridge is not in good condition, as seen in the photograph. It has the lowest sufficiency rating of the four.",,
3096,County Home Bridge,40.81722,-79.480312,PAAR_CR1CountyHomeCowanshannockCr.jpg,pa/armstrong/,Pennsylvania,Armstrong,037220015000070,ca. 1895,,1895,,Pony Truss,"Pratt pin-connected, full slope",Eligible for the National Register of Historic Places,80,,2007,"According to the PAHBI, ''The ca. 1895 single span, 80' long, Pratt pony truss bridge is supported on concrete abutments. The bridge is not traditionally composed, and its construction details reflect the experimentation indicative of small fabricators and period thinking about efficient design. Non-standardized details include the built up shaped ''fishbelly'' floor beams that are placed above the lower chords and connected with riveted connections to the lower portion of the verticals and with pin plates to pick up the lower chords. The upper chords and end posts are angles and plate rather than the more common channels and plate. The bridge appears to be complete, and it is historically and technologically significant because of its idiosyncratic details.''",,
3158,Coverts Crossing Bridge,40.996909,-80.414155,PALA_CovertsMahoningR.jpg,pa/lawrence/,Pennsylvania,Lawrence,377214037270120,1887,,1887,2003,Thru Truss,"Cantilever, Pratt pin-connected","Possibly the oldest remaining cantilever in Pennsylvania (until its demolition), Eligible for the National Register of Historic Places",150 / 3001,Morse Bridge Company,1998,"According to the Historic American Engineering Record (HAER), the significance of the bridge is as follows: ''The Coverts Crossing Bridge consists of two bridge segments, as it combines a reused bridge with a new one. It is a significant example of a metal truss bridge because it exhibits transitional technology with its use of steel, cantilevering, and two kinds of joinery methods. Both pin and rivet connection techniques are in evidence on this bridge.'' HAER elaborates on the bridge with the following documentation: ''The Coverts Crossing Bridge was built at a time of technological transition and innovation, reflected in both its relatively early use of steel rather than iron, and in its cantilever design. Its construction in 1887 occurred within 10 years of the nation's first all-steel truss bridge, erected over the Missouri River by the Chicago & Alton Railroad in 1878-1879.... The use of a cantilever truss design in the Coverts Crossing Bridge was a relatively early engineering response to its overall length of 301 feet (91.6 meters) across the Mahoning River, a major regional drainage. The bridge's transitional character is also evident in its reliance on both pin connections and rivets to join its various structural members. The use of rivets in American bridge construction was rare before the 1890's. Historically, American bridge builders continued to use pin connections long after their British counterparts had switched to the use of rivets. During the late nineteenth century, this American technological conservatism was driven by both economic factors and safety considerations. Bridges using pin connections required substantially less construction time and were considered safer than structures joined by rivets.... Several other engineering aspects of the bridge reflect an unusual degree of non-standardization in design and construction. These include the use of pin-connected eyebars to form the lower bridge chord of the southernmost truss section, while riveted steel channels (girder guides) were used to form the lower chords among the central and northern truss sections. Also notable are the markedly divergent ornamental styles found on the northern and southern portal gussets; decoration on the northern gusset consists of a geometric field of circles, while the southern gusset involves a cloverleaf-like pattern. The use of these various non-standardized components suggests that the bridge fabricators utilized whatever stock materials happened to be on hand when the materials for the bridge were ordered in 1887, and/or that no specific, standardized pattern set was available at the time of construction.''",,
3642,Cox Farm Covered Bridge,39.94328,-80.125866,PAGR_CoxFarmCB.jpg,pa/greene/,Pennsylvania,Greene,307213056820230,1940,,1940,,Thru Truss,Wooden covered Kingpost,Listed on the National Register of Historic Places,32,,2006,"The Cox Farm Covered Bridge is a rare example of a Kingpost truss. Built in 1940, it is newer than most covered bridges and most metal truss bridges. It is rare in that it is still functioning as a truss. Most covered bridges have been retrofitted with steel stringers. The bridge was built out of wood due to steel shortages leading up to World War II. It is painted white, which is less common than the traditional red or unpainted covered bridges. Note that, unlike covered bridges, metal truss bridges built in 1940 are considered to be common examples of well-established technologies and therefore not historic. The Cox Farm Covered Bridge is on the National Register of Historic Places.",,
2946,Craig Road Bridge,41.702476,-80.12582,PACR_CraigRdWoodcockCr.jpg,pa/crawford/,Pennsylvania,Crawford,207235060030410,1896,,1896,,Thru Truss,Pratt pin-connected,Eligible for the National Register of Historic Places,74,Youngstown Bridge Company,2008,"According to the PAHBI, ''The 1896, pin connected, single span, 80'-long, Pratt thru truss bridge is supported on ashlar abutments. Fabricated by the Youngstown Bridge Co., the bridge stands as a remarkably complete example of its type and design with its decorative cresting and handsome cast and wrought iron railing at the cantilevered sidewalk. The trusses themselves are traditionally composed, but the lattice filled portal brace and knee braces with radiation pattern fill are characteristic of the fabricator. The bridge stands out in a rich collection of metal truss bridges in Crawford County, and it is historically and technologically significant.''",,
2947,Creek Road Bridge,41.759912,-80.239098,PACR_CreekRdCussewagoCr.jpg,pa/crawford/,Pennsylvania,Crawford,207206075130080,ca. 1895,ca. 1955,1895,,Pony Truss,"Pratt pin-connected, half hip",,68,,2008,"According to the PAHBI, ''The ca. 1895, pin connected, single span, 72'-long, Pratt pony truss bridge is supported on one concrete and one ashlar abutment. The traditionally composed trusses have no innovative or distinctive details. The upper chords and end posts are built up, the lower chords and diagonals are eye bars to facilitate the pinned field connections, and the verticals are laced angles. The fabricator and construction date are not documented in available records.''",,
882,Crellin Underwood Road Bridge,39.387378,-79.463682,MDGA_CrellinUnderwoodRdSnowyCr.jpg,md/garrett/,Maryland,Garrett,200000G-0013010,1921,,1921,,Arch,Segmental closed spandrel concrete arch,Eligible for the National Register of Historic Places,60,Luten Bridge Company,2007,The Crellin Underwood Road Bridge is one of several standard-looking closed spandrel concrete arch bridges in West Virginia and western Maryland. The bridge retains excellent historic integrity and is a longer than usual example of this type of bridge.,,
469,Crockett Street Bridge,29.425058,-98.488564,TXBE_CrockettStSanAntonioR.jpg,tx/bexar/,Texas,Bexar,150150B08310001,1891,,1891,,Pony Truss,Lenticular pin-connected,Eligible for the National Register of Historic Places,84,Berlin Iron Bridge Company,2008,"The Crockett Street Bridge is one of San Antonio's three remaining lenticular pony truss bridges. All were built by the Berlin Iron Bridge Company of Connecticut. Other than in Texas, lenticular truss bridges were mostly built in the northeast. After a flood in 1921, the San Antonio River was to be bypassed and this section to be filled in. While the bypass channel was constructed, public outcry prevented this section of river from being destroyed. Today the bridge is a valuable historic attraction, as noted by the horse-drawn carriage ride over the bridge.",,
3244,Crosscreek Road Bridge,40.276784,-80.461056,PAWA_SR4018CrossCrAvella.jpg,pa/washington/,Pennsylvania,Washington,624018010017770,1924,,1924,,Beam,Thru girder and floorbeam system,,70.9,"Chaney Engineering Company (County Engineer), Fort Pitt Bridge Works (Contractor)",2007,"The Crosscreek Road Bridge is located in the village of Avella. The bridge is one of several thru girders in Washington County. Many regional thru girder bridges, including this one, were constructed by the Fort Pitt Bridge Works. This bridge, as well as the other thru girder on SR 4018, is to be replaced with a modern structure.",,
484,Culbertson's Mill Bridge (Fredericktown Bridge),40.71485,-80.544226,OHCO_Fredericktown.jpg,oh/columbiana/,Ohio,Columbiana,1535501,1893,2004,1893,,Thru Truss,Pratt pin-connected,,116,Penn Bridge Company,2006,"Culbertson's Mill was a five-story grist mill that was built from 1840 to 1844 and closed in 1907. It collapsed in 1920. The ruins of the mill are adjacent to the Culbertson's Mill Bridge (Fredericktown Bridge). This bridge is an 1893 truss bridge built by the Penn Bridge company of nearby Beaver Falls, PA. It was rehabilitated in 2004 and the deck replaced. It is great to see another restored truss bridge in Columbiana County! A visit to see the bridge and the ruins of the mill is highly recommended.",,
2280,Cumberland Highway Buffalo Creek Bridge,39.898424,-78.954001,PASO_PA160BuffaloCr.jpg,pa/somerset/,Pennsylvania,Somerset,550160034013640,ca. 1905,1935,1905,,Arch,Segmental stone arch,Eligible for the National Register of Historic Places,30,Rehabilitated and widened by the Pennsylvania Department of Highways,2009,"According to the PAHBI, ''The 38'-long stone arch bridge was built ca. 1905 with a 19.5' width. It was extended by 11.5' by adding a reinforced concrete arch on the downstream side in 1935. The original spandrel wall and ring stones were carefully reused to finish the extension giving the bridge its original appearance on both elevations. The bridge is 1 of 7 similar handsome ashlar stone arch bridges in the county built between ca. 1905 and ca. 1915. It is technologically significant as one of the earliest, and it is historically significant as a contributing resource to a potential Brothers Valley rural historic district with a period of significance through 1947.''",,
1633,Cunkelman Road Bridge,40.538923,-79.282456,PAIN_SR3031ReedsRunJacksonville.jpg,pa/indiana/,Pennsylvania,Indiana,323031004027280,1935,,1935,,Arch,Closed spandrel segmental concrete arch,,26,Pennsylvania Department of Highways?,2008,"According to the PAHBI, ''The 1935, 26'-long, reinforced concrete, closed spandrel filled deck arch bridge has plain concrete parapets and wingwalls. It is a typical example of a common bridge type used frequently in the state from the 1910s through the 1950s.''",,
3245,Curry Avenue Bridge,40.267996,-80.167537,PAWA_CurryAveChartiersCr.jpg,pa/washington/,Pennsylvania,Washington,,ca. 1925,,1925,,Arch,Closed spandrel elliptical concrete arch,,,Chaney Engineering Company?,2007,"The Curry Avenue Bridge connects Morganza Road and I-79 with a factory on the other side of Chartiers Creek. Since the bridge is not listed on bridge inventories, it may be privately owned. The bridge is one of the largest concrete arch bridges in Washington County. It has plain spandrel walls and paneled concrete parapets. Stylistically this bridge is similar to those built by the Chaney Engineering Company in the 1920's.",,
3380,Curry Hollow Road Bridge,40.336177,-79.972478,PAAM_SR2040CurryHolRdOverRR.jpg,pa/allegheny/monongahela/,Pennsylvania,Allegheny,022040008006370,1939,,1939,,Beam,Concrete encased girder on steel bents,,40 / 120,Allegheny County,2008,The bridge was built as a Federal Emergency Administration of Public Works Project during the Great Depression. It is an uncommon example of a concrete-encased deck girder. The bridge is scheduled for replacement.,,
3042,Curry Run Road Bridge,40.918203,-78.676341,PACF_T420CurryRun.jpg,pa/clearfield/,Pennsylvania,Clearfield,177217042000050,1916,,1916,,Pony Truss,Warren riveted,Last remaining Warren truss in Clearfield County,50,,2007,"According to the PAHBI, ''The 1916, single span, 52'-long, rivet-connected Warren with verticals pony truss bridge is supported on concrete abutments with flared wingwalls. The trusses are traditionally composed with built up members. The bridge is an undistinguished example of a type and design used with frequency since the early 20th century. It has no innovative or distinctive details, nor is it documented to builder.''",,
3043,Curwensville Grampian Road Anderson Creek Bridge,40.976909,-78.547214,PACF_Rt879AndersonCrBridgeport.jpg,pa/clearfield/,Pennsylvania,Clearfield,170879009005470,1950,,1950,,Beam,Concrete tee beam,,62 / 127,"Pennsylvania Department of Highways, Ryan Bros Inc. (Contractor)",2007,"According to the PAHBI, ''The 1952, 2 simple span, 127'-long, T beam bridge (2 @ 62') with concrete balustrades is supported on concrete abutments with wingwalls and a concrete pier. The balustrades have endposts with Art Moderne-style detailing.''",,
1711,Cypher Station Bridge,40.091544,-78.293877,PABE_SR1020ShermanValleyRdRBJuniataR.jpg,pa/bedford/,Pennsylvania,Bedford,51020009003890,1937,2004,1937,,Pony Truss,Parker riveted,,116 / 237,Pennsylvania Department of Highways,2007,"The Cypher Station Bridge was rehabilitated in 2004 in which the deck was removed and replaced. According to the PAHBI, ''The 1936, riveted, 2 span, 237'-long, Parker pony truss bridge is supported on concrete abutments and a concrete pier. Built to a state highway department standard design, the bridge is an example of a common technology with no innovative or distinctive details. It was erected as part of the rebuilding efforts following the devastating 1936 St. Patrick's Day flood. Over 275 bridges, mostly in the western and central portions of Pennsylvania, were destroyed or damaged beyond repair. Heavy truss bridges were favored because it was perceived that they could withstand future flood episodes.''",,
599,Dallas-Oak Cliff Viaduct,32.765341,-96.812494,TXDA_HoustonStViaductTrinityR.jpg,tx/dallas/,Texas,Dallas,180570000911079,1911,,1911,,Arch,Open spandrel concrete barrel arch,"Listed on the National Register of Historic Places, 1984",103 / 4785,"Ira G. Hendrick, Hendrick and Cochrane (Consulting Engineers); M. R. Ash (Associate Engineer); Corrigan, Lee, and Halpin (General Contractor); Gulf Concrete Construction Company (Foundation Sub-Contractor)",2009,"According to the Historic American Engineering Record, ''At the time of its construction, the Dallas-Oak Cliff Viaduct at Houston Street was the longest reinforced concrete highway viaduct in the world, and it was the first high-level, all-weather crossing of the Trinity River at Dallas. The Houston Street Viaduct was nominated to the National Register of Historic Places in 1984.'' According to the Historic Bridge Foundation, ''Built in 1910, one source claims that this was the longest concrete bridge for a short period of time. This open spandrel arch bridge spans the Trinity River. It is between I-30 and I-35E and runs next to the Jefferson Street bridge. The Houston Avenue bridge carries southbound traffic, while the Jefferson Street bridge, which is newer, carries northbound traffic.''",,
2948,Danner Road Bridge,41.803186,-79.842373,PACR_DannerRdOilCr.jpg,pa/crawford/,Pennsylvania,Crawford,201026001001410,1941,,1941,,Arch,Closed spandrel parabolic concrete arch,,30,Pennsylvania Department of Highways,2008,"According to the PAHBI, ''The 30'-long, closed spandrel, reinforced concrete deck arch bridge, built in 1941, has plain concrete parapets. Concrete deck arch bridges were used by the state highway department with great frequency beginning in the early 20th century.''",,
2115,Dante B. Fascell Long Key Channel Bridge,24.796002,-80.870774,FLMO_22bDanteBFascellLongKey.jpg,fl/monroe/,Florida,Monroe,,1982,,1982,,Beam,Concrete segmental box girder,"FHWA 1st Place Award, cost savings innovations; second longest bridge in use in the Florida Keys",12040,FIGG,2009,"According to FIGG's website, ''This bridge was completed eight months ahead of schedule in June 1982 at cost of $29 per square foot ($15.3 million). In 1982, the Federal Highway Administration honored the bridge with a first place award for cost saving innovations stating, 'Concrete segmental Long Key Bridge saved $2.6 million over an alternate conventional I-beam design.' Long Key Bridge will celebrate its 30th birthday in 2010 - and remains a landmark bridge for the many unique features incorporated in its design that are relevant today.''",,
3159,Darlington Road Bridge (Segment 30),40.874694,-80.351083,PALA_DarlingtonRdSouth.jpg,pa/lawrence/,Pennsylvania,Lawrence,373008003000000,1911,,1911,,Arch,Closed spandrel concrete arch,,18,,2006,"According to the PAHBI, ''The skewed, 21'-long and 18' wide reinforced concrete deck arch bridge finished with plain spandrel walls and parapets with incised panels is one of about 6 surviving similar examples built between 1911 and 1913 in the county. The bridges have no innovative or distinctive details, and they are examples of the short span deck arch bridges that were built by a number of contractors for counties prior to World War 1. The bridge is an example of a type that is common in the region and state, and neither it nor its setting are historically or technologically significant. 37 3008 0040 0000 is also on Darlington Road in New Beaver Twp.''",,
3160,Darlington Road Bridge (Segment 40),40.877314,-80.34497,PALA_DarlingtonRdNorth.jpg,pa/lawrence/,Pennsylvania,Lawrence,373008004000000,1912,,1912,,Arch,Closed spandrel concrete arch,,31,,2006,"According to the PAHBI, ''The skewed, 48'-long and 19' wide reinforced concrete deck arch bridge finished with plain spandrel walls and parapets with incised panels is one of about 6 surviving similar examples built between 1911 and 1913 in the county. The bridges have no innovative or distinctive details, and they are examples of the short span deck arch bridges that were built by a number of contractors for counties prior to World War I. The bridge is an example of a type that is common in the region and state, and neither it nor its setting are historically or technologically significant. 37 3008 0030 0000 is also on Darlington Road in New Beaver Twp.''",,
1658,Darnell Hollow Bridge,39.697157,-79.816731,WVMO_CR857DarnellRun.jpg,wv/monongalia/,West Virginia,Monongalia,31A208,1936,,1936,,Arch,Semicircular stone arch,,24,,2006,"The Darnell Hollow Bridge is a late example of a masonry arch bridge. Given the 1936 date of construction, it is likely a WPA bridge. The Darnell Hollow Bridge is located along a sharp U-shaped turn along CR 857. Damage to the parapets is evident due to the sharp turn, since guide rail (which is frequently damaged) has replaced the original stonework. The spandrel wall has been repaired by concrete, as seen in the photograph. CR 857 is the main road between Interstate 68 and the Pennsylvania terminus of the Mon Fayette Expressway. In 2010, the West Virginia stretch of highway is to open, connecting Interstate 68 and the expressway in Pennsylvania and bypassing this road and bridge.",,
2994,Daugherty Road Bridge,41.197632,-80.064894,PAME_DaughertyRdWolfCr.jpg,pa/mercer/,Pennsylvania,Mercer,437219041331210,1953,,1953,,Pony Truss,Warren polygonal welded,Only welded truss bridge in region,94,,2006,"According to the PAHBI, ''The 1953, 94' long welded Warren with verticals and a polygonal top chord pony truss bridge is supported on concrete abutments with flared wingwalls. All members are composed of rolled I or H section. The bridge is a late example of a bridge technology that was developed in the late 1920s and first used in Pennsylvania in the mid 1930s.''",,
3381,Davis Avenue Bridge,40.481795,-80.025806,PAAP_DavisAve.jpg,pa/allegheny/pittsburgh/,Pennsylvania,Allegheny,027301000030240,1898,1986,1898,,Deck Truss,Pratt deck cantilever truss,,156 / 399,"City of Allegheny Department of Public Works, Fort Pitt Bridge Works, Gustave Kaufman",2007,"The Davis Avenue Bridge was the oldest remaining deck cantilever truss in Allegheny County, as well as in the entire region. The bridge was built over the steep Woods Run valley to connect to Riverview Park. The decorative railings represent an emerging turn of beautifying public structures and urban parks. Unlike Pittsburgh's bridges in Schenley Park, the cantilever was otherwise a purely form follows function bridge. This may explain why the 1911 book Bridge Engineering by Henry Grattan Tyrrell notes that the Davis Avenue Bridge has ''an outline that cannot be commended.'' The bridge was strengthened in 1986 when material was added to encase parts of the lower chords and verticals. Unfortunately, this work led to the decline of the bridge. The weld quality was called ''questionable'' by Chuck McClain, a project manager for the Allegheny County Department of Public Works, in a Pittsburgh Tribune Review article. After two structural members failed, the bridge was demolished in May of 2009.",,
1731,Davis Lane Overpass,40.043481,-78.03848,PAFU_TR423DavisLnOverPaTpk.jpg,pa/fulton/,Pennsylvania,Fulton,297076990174850,1939,,1939,,Beam,Thru girder and floorbeam system,,107,Pennsylvania Turnpike Commission,2010,"In 1940, the first stretch of the Pennsylvania Turnpike opened between Irwin and Somerset. The original mainline overpasses consisted of arched concrete rigid frames, steel thru girders, and concrete tee beams. The remaining tee beams were replaced in the 1990's. Beginning in the late 1990's and continuing through at least 2020, the entire original turnpike is being reconstructed and widened. Almost all original overpasses are being replaced as part of the project, including the Davis Lane Overpass.",,
1373,Davis Truss Bridge,39.128005,-79.461644,WVTU_WV32DavisBlackwaterR.jpg,wv/tucker/,West Virginia,Tucker,47A029,1933,,1933,2007,Thru Truss,Pratt,,140 / 243,WVDOH,2007,"The Davis Bridge was an example of a state standard Pratt thru truss. It was the only remaining vehicular truss bridge in all of Tucker County (though a welded pony truss was built in 2005). There are no more historic truss bridges or even arch bridges in all of Tucker County! While people may visit the county for the Canaan Valley or for Blackwater Falls, they certainly will not visit the area for the bridges!",,
2624,Dean Road Bridge,41.379135,-79.98284,PAVE_DeanRdLSandyCr.jpg,pa/venango/,Pennsylvania,Venango,607207030440030,ca. 1895,1975,1895,,Pony Truss,"Pratt pin-connected, half-hip",,56,,2008,"According to the PAHBI, ''The ca. 1895, pin connected, single span, 56'-long, Pratt pony truss bridge is supported on ashlar abutments with wingwalls. In 1975 the lower panel points and bearings were encased in concrete, making the connections rigid in nature. The bridge is an altered example of a common type and design, and it is not historically or technologically significant. Pin connected truss bridges are common in Venango County. Sixteen examples ranging in date from 1880 to 1904 remain.''",,
3097,Deanville Road Bridge,40.93108,-79.388081,PAAR_SR1007MahoningCR.jpg,pa/armstrong/,Pennsylvania,Armstrong,031007002600000,1913,1975,1913,,Arch,Closed spandrel concrete arch,"Listed on the National Register of Historic Places, 1988",85 / 181,,2007,The historic Deanville Road Bridge is listed on the National Register of Historic Places. The bridge is composed of concrete arches with cut stone spandrel walls. It was listed on the National Register of Historic Places in 1988.,,
1844,Delaware Memorial Bridge (Eastbound),39.68858,-75.517895,DENC_DelawareMemorialBr.jpg,de/new_castle/,Pennsylvania,"New Castle, Salem",1737A056,1951,,1951,,Suspension,"Cable with Warren stiffening deck truss, Warren deck truss and stringer approaches","Most Beautiful Large Steel Span, 1951 American Institute of Steel Construction",2150 / 13200,"Othmar Ammann (Designer), American Bridge Company (Prime Contractor), Whitting-Turner Contracting Company (New Jersey Side Contractor, Paving), James Julian Company (Delaware Side Contractor, Paving)",2009,"The Delaware Memorial Bridge is the longest-spanning twin suspension bridge in the world and one of the world's top 30 long-span bridges. Since the 1920's, residents began to push for the construction of the bridge. Both the War Department and pro-Philadelphia authorities and businesses fought against the bridge, arguing that it could be an impediment to shipping and could be a vulnerable target to block the Philadelphia Navy Yard. The original bridge (eastbound) was finally authorized in 1945 (state) and 1946 (Congress) and completed in 1951, replacing a ferry. Upon opening, the bridge had the 6th largest main span in the world. It served as a design model for such future bridges as the Walt Whitman Bridge, the Throgs Neck Bridge, and the Verrazano-Narrows Bridge. The Delaware side caisson set the record for the largest continuous pour, consisting of 27,000 cubic yards of concrete. Within 15 years, traffic was already double the original estimate (8.2 million vehicles per year), so a twin span was planned. The twin bridge (westbound) was completed in 1968, and it was designed to match the appearance of the original bridge. The bridge is different in that the deck is a few feet wider, the lights are brighter, and the sidewalk is concrete instead of grate. The Delaware Memorial Bridge is the southern most bridge over the Delaware River and is the only Delaware River crossing in the state. It is the only vehicular suspension bridge in Delaware. The bridge is dedicated as a memorial to the service men and women from Delaware and New Jersey who were killed or missing in action in the line of duty. The bridge area includes a War Memorial Area with a wall with a list of names, a statue, and a reflecting pool. Veterans are honored in ceremonies each Memorial Day and Veterans Day.",,
